home_team,away_team,season,stage,date,home_team_goal,away_team_goal,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11
ZAR,SAN,2011/2012,37,5/5/12 0:00,2,1,37623,28907,31103,33775,213695,73078,150045,213707,102612,38573,40958,97865,75606,257855,150764,18664,183184,314820,150647,46836,287231,46295
SEV,RAY,2011/2012,37,5/5/12 0:00,5,2,33986,151063,112205,95509,33848,309537,25773,33991,39106,37474,115798,37456,191906,33961,213482,183449,75004,38575,43372,118528,38367,19243
VAL,VIL,2011/2012,37,5/5/12 0:00,1,0,109222,35324,77741,30914,150739,30666,134236,2802,39122,46384,33028,41466,183185,38458,24970,160844,113672,42479,150872,38433,88986,18628
BIL,GET,2011/2012,37,5/5/12 0:00,0,0,96618,191140,242151,182224,191136,164676,188060,33866,213470,37408,150832,33845,201916,32675,41470,213493,37449,37471,240054,167027,37461,150770
BAR,ESP,2011/2012,37,5/5/12 0:00,4,0,33732,213688,38818,30661,33992,172949,154257,26146,150250,30981,30955,113695,185123,230993,70812,163971,121716,186121,107930,37441,163199,213489
OSA,SOC,2011/2012,37,5/5/12 0:00,1,0,104986,21450,38151,33865,295198,33870,42369,183350,33871,189922,37489,37421,56846,33959,28284,47565,38540,33997,33973,99047,75342,99054
MAL,LEV,2011/2012,37,5/5/12 0:00,1,0,37439,103904,74663,68260,37350,193978,38160,200630,38131,56686,25462,33753,30279,33847,30276,37597,154256,111237,33872,38550,150769,42664
SPG,BET,2011/2012,37,5/5/12 0:00,2,1,75195,195335,315227,101070,75354,150480,303484,287689,21414,102572,106600,46531,45440,45237,150731,38025,317569,169196,102879,96652,282470,2983
GRA,REA,2011/2012,37,5/5/12 0:00,1,2,163843,37470,213812,213823,40139,24099,43375,129326,37548,151058,101419,40648,34029,230982,30911,28467,41156,27365,46509,41044,30893,26166
SOC,VAL,2011/2012,38,5/12/12 0:00,1,0,37421,56846,33959,33960,47565,99047,205278,33997,75342,184138,46289,96613,74403,30914,74672,150739,30994,134236,2802,93480,282691,33028
BET,BAR,2011/2012,38,5/12/12 0:00,2,2,46531,45440,45237,2768,38025,52563,45749,161651,150644,96652,282470,32657,33988,38818,37482,33992,39854,154257,26146,150250,30981,26434
VIL,AMA,2011/2012,38,5/13/12 0:00,0,1,41466,183185,24970,113672,160844,30958,30752,42479,38433,18628,88986,170323,38424,56678,19327,41167,33635,30871,150093,31235,45744,22543
GET,ZAR,2011/2012,38,5/13/12 0:00,0,2,33845,201916,41470,75397,33634,37471,32999,75192,240054,167027,150770,37623,28907,31103,33775,213695,178802,150045,213707,102612,38573,40958
ESP,SEV,2011/2012,38,5/13/12 0:00,1,1,113695,185123,70812,163971,230993,107930,121716,163199,37441,184536,213489,33986,151063,95509,112205,33848,309537,25773,33991,101422,38821,75310
LEV,BIL,2011/2012,38,5/13/12 0:00,3,0,51949,37597,33847,18673,37484,154256,111237,33872,38550,150769,42664,33764,33025,242151,37604,181297,150323,164676,96619,213470,179772,150832
SAN,OSA,2011/2012,38,5/13/12 0:00,2,4,97865,75606,257855,37879,169198,183184,314820,287231,46295,213498,58294,104986,21450,33607,33865,37422,243163,42369,183350,33871,37489,189922
REA,MAL,2011/2012,38,5/13/12 0:00,4,1,30657,37442,25921,30962,28467,42346,30889,26166,36378,30893,25759,37439,151075,74663,33856,37350,38160,291635,200630,193978,56686,25462
MAL,SPG,2011/2012,38,5/13/12 0:00,1,0,25563,33843,30459,37787,38521,112758,37436,37824,191315,11758,51545,75195,195335,107929,101070,282689,150480,303484,38886,21414,75354,106600
RAY,GRA,2011/2012,38,5/13/12 0:00,1,0,37456,183449,191906,33961,99333,74747,38575,43372,118528,18784,19243,163843,213809,213812,213823,37470,213912,43375,38044,37548,129326,101419
SEV,GET,2012/2013,1,8/18/12 0:00,2,1,41466,172430,95509,26255,33848,39106,49970,25773,33991,75310,38821,33845,33634,18904,37479,41470,78404,32999,75192,38573,24383,150770
CEL,MAL,2012/2013,1,8/18/12 0:00,0,1,71498,183462,18673,192065,46391,33747,102628,72623,174472,205034,32995,28955,33843,30459,41707,38521,39990,112758,193226,37824,191315,56819
MAL,ESP,2012/2013,1,8/18/12 0:00,2,1,37439,260659,33849,291635,32656,103904,193978,80492,200630,45204,25462,113695,185123,121716,70812,40599,107930,282475,37469,37441,150872,213489
BIL,BET,2012/2013,1,8/19/12 0:00,3,5,33764,33025,182224,33024,181297,150323,164676,96619,239965,188060,150832,47566,45440,45237,2768,38025,45749,2805,96652,214449,215927,2983
REA,VAL,2012/2013,1,8/19/12 0:00,1,1,30657,37442,25921,30962,29590,23988,30889,46509,36378,30893,25759,96613,25990,30914,182921,26403,18814,134236,93480,39122,31045,37506
BAR,SOC,2012/2013,1,8/19/12 0:00,5,1,32657,33988,30661,38818,150739,30613,154257,39854,213704,30981,150250,37421,56846,33959,33960,47565,38540,205278,102622,33973,184138,56686
LEV,AMA,2012/2013,1,8/19/12 0:00,1,1,33753,37597,33847,30276,70949,46836,111237,46621,38550,41255,41292,170323,150081,32675,19327,56678,26310,45744,30871,33635,39792,22543
ZAR,VAL,2012/2013,1,8/20/12 0:00,0,1,37623,213695,257855,33775,150968,178802,31014,213707,102612,37654,40958,74689,79737,150574,41166,154938,33586,183346,36130,25347,75376,46808
RAY,GRA,2012/2013,1,8/20/12 0:00,1,0,37656,183449,193223,303484,99333,74747,40501,256727,43372,165607,38907,37579,213812,213823,40139,213809,213912,4902,43375,161291,41542,49836
COR,OSA,2012/2013,1,8/20/12 0:00,2,0,33018,33756,30752,74989,29580,189178,24385,43294,33761,186748,37446,104986,21450,191906,33865,37422,33870,231811,183350,37489,75398,38551
BET,RAY,2012/2013,2,8/25/12 0:00,1,2,47566,45440,45237,2768,38025,45749,161651,214449,150644,215927,2983,37656,183449,74747,193223,99333,75004,40501,358127,43372,165607,38907
ESP,ZAR,2012/2013,2,8/25/12 0:00,1,2,113695,185123,230993,70812,40599,107930,282475,37469,37441,150872,213489,37623,,257855,33775,213695,73078,364244,213707,102612,37654,40958
MAL,MAL,2012/2013,2,8/25/12 0:00,1,1,28955,28439,30459,41707,38521,37450,112758,193226,191315,103139,56819,37439,260659,33849,291635,32656,103904,193978,80492,200630,45204,25462
SOC,CEL,2012/2013,2,8/25/12 0:00,2,1,37421,56846,33959,33960,47565,102622,205278,33973,75342,184138,46289,71498,183462,18673,192065,46391,33747,205034,32995,72623,39215,174472
OSA,BAR,2012/2013,2,8/26/12 0:00,1,2,104986,21450,191906,33865,37422,33870,231811,183350,75398,38363,38551,32657,33988,37482,30661,150739,30613,154257,30955,50047,30981,213704
VAL,COR,2012/2013,2,8/26/12 0:00,3,3,96613,25990,30914,182921,26403,18814,134236,93480,39122,31045,37506,33018,33756,74989,30752,29580,189178,24385,43294,33761,186748,37446
GET,REA,2012/2013,2,8/26/12 0:00,2,1,33845,33634,18904,37479,41470,78404,154256,167027,38573,24383,150770,30657,37442,34029,30962,28467,23988,30889,46509,36378,30893,25759
GRA,SEV,2012/2013,2,8/26/12 0:00,1,1,37579,213809,213812,213823,40139,4902,43375,161291,150754,49836,41542,41466,172430,95509,26255,33848,39106,49970,25773,33991,75310,38821
AMA,BIL,2012/2013,2,8/27/12 0:00,4,0,170323,38424,19327,56678,41167,37631,33635,184533,39792,26310,22543,33764,33025,33024,182224,188060,150323,181297,96619,164676,239965,33028
VAL,LEV,2012/2013,2,8/27/12 0:00,2,0,74689,79737,150574,41166,154938,33586,183346,36130,25347,75376,46808,33753,37597,33847,30276,35988,111237,46836,166111,38550,41255,41292
ZAR,MAL,2012/2013,3,9/1/12 0:00,0,1,37623,,257855,33775,213695,73078,364244,37654,31014,114672,40958,28955,33843,30459,41707,38521,39990,112758,37824,191315,11758,363363
MAL,SOC,2012/2013,3,9/1/12 0:00,1,0,37439,260659,33849,268039,32656,103904,193978,80492,200630,25462,45204,37421,56846,33959,33960,47565,282678,102622,205278,33973,46289,75342
CEL,OSA,2012/2013,3,9/1/12 0:00,2,0,71498,360918,18673,192065,46391,33747,205034,72623,102619,39215,174472,104986,21450,191906,33865,37422,71619,231811,183350,38363,75398,38551
COR,GET,2012/2013,3,9/1/12 0:00,1,1,33018,33756,74989,30752,29580,24385,189178,43294,33761,186748,37446,33845,33634,37451,37479,41470,78404,154256,75192,167027,38573,102572
BIL,VAL,2012/2013,3,9/2/12 0:00,2,0,33764,33025,33024,242151,188060,150323,181297,96619,179772,239965,33028,74689,79737,150574,41166,74302,33586,183346,36130,25347,75376,46808
LEV,ESP,2012/2013,3,9/2/12 0:00,3,2,33753,35988,33847,127894,37484,46836,111237,46621,38550,41255,38601,113695,185123,121716,230993,40599,107930,182928,159598,37441,150872,195589
BAR,VAL,2012/2013,3,9/2/12 0:00,1,0,32657,33988,37482,38818,33992,39854,23678,30613,50047,30981,150250,96613,25990,77741,182921,93484,30666,134236,93480,39122,31045,37506
REA,GRA,2012/2013,3,9/2/12 0:00,3,0,30657,37442,25921,30962,28467,42346,30889,150330,31097,30893,26166,37579,213809,213812,213823,40139,4902,43375,75239,161291,49836,41542
RAY,SEV,2012/2013,3,9/2/12 0:00,0,0,37656,99333,193223,183449,165607,75004,40501,74747,256727,358127,38907,33986,172430,107929,26255,33848,39106,49970,25773,33991,75310,37474
MAL,LEV,2012/2013,4,9/15/12 0:00,3,1,28955,28439,30459,41707,38521,112758,11758,193226,191315,37824,37576,33753,35988,33847,30276,37484,46836,38550,46621,166111,41255,38601
VAL,CEL,2012/2013,4,9/15/12 0:00,2,1,96613,35324,77741,182921,93484,75307,134236,93480,39122,213729,37506,71498,183462,18673,192065,46391,33747,40775,72623,205034,39215,174472
GET,BAR,2012/2013,4,9/15/12 0:00,1,4,33845,33634,37451,37479,41470,154256,78404,75192,167027,24383,102572,32657,213688,37482,30661,33992,39854,154257,172949,213704,30613,150250
SEV,REA,2012/2013,4,9/15/12 0:00,1,0,33986,172430,26255,107929,33848,30994,49970,25773,33991,75310,39106,30657,37442,25921,30962,28467,42346,30889,46509,36378,30893,25759
AMA,RAY,2012/2013,4,9/16/12 0:00,4,3,170323,38424,19327,56678,41167,39792,37631,33635,184533,19243,22543,196126,183449,193223,99333,43372,74747,75004,40501,358127,38907,165607
ESP,BIL,2012/2013,4,9/16/12 0:00,3,3,113695,185123,230993,70812,40599,121716,107930,159598,37441,150872,195589,33764,33025,33024,37604,188060,150323,181297,96619,179772,239965,33028
SOC,ZAR,2012/2013,4,9/16/12 0:00,2,0,37421,56846,33960,282676,47565,102622,205278,75342,99047,184138,46289,37623,12766,257855,33775,213695,178802,364244,213707,31318,37654,40958
OSA,MAL,2012/2013,4,9/16/12 0:00,1,1,104986,21450,38151,33865,37422,72542,243163,183350,18784,75398,38551,37439,260659,33849,268039,32656,193978,80492,103904,38131,200630,45204
GRA,COR,2012/2013,4,9/16/12 0:00,1,1,37579,213809,213812,2752,40139,4902,43375,103424,161291,49836,41542,33018,33756,74989,30752,29580,189178,24385,43294,186748,75474,37446
VAL,BET,2012/2013,4,9/17/12 0:00,0,1,74689,79737,150574,41166,154938,33586,183346,36130,25347,75376,46808,46531,31303,45237,37427,38025,45749,2805,214449,96652,317569,2983
BET,ESP,2012/2013,5,9/22/12 0:00,1,0,46531,31303,45237,37427,38025,45749,2805,214449,282470,215927,96652,113695,185123,230993,70812,40599,107930,182928,150872,37441,30663,58294
ZAR,OSA,2012/2013,5,9/22/12 0:00,3,1,37623,12766,257855,33775,213695,364244,31014,37654,102612,369800,40958,104986,72542,38151,191906,38507,231811,243163,183350,18784,75398,108809
CEL,GET,2012/2013,5,9/22/12 0:00,2,1,71498,183462,18673,192065,46391,33747,205034,72623,102619,39215,174472,33845,33634,37451,37479,41470,154256,78404,75192,167027,24383,213489
BAR,GRA,2012/2013,5,9/22/12 0:00,2,0,32657,33988,23678,38818,33992,30613,154257,172949,50047,30981,30909,37579,213809,213812,213823,40139,4902,43375,103424,179795,49836,41542
AMA,VAL,2012/2013,5,9/23/12 0:00,2,1,170323,38424,19327,56678,41167,184533,30871,33635,39792,22543,19243,74689,79737,97486,41166,154938,40675,183346,41168,25347,75376,46808
BIL,MAL,2012/2013,5,9/23/12 0:00,0,0,96618,33025,33024,242151,74990,150323,181297,96619,179772,239965,33028,28955,33843,30459,41707,38521,39990,112758,37824,191315,11758,37576
LEV,SOC,2012/2013,5,9/23/12 0:00,2,1,33753,35988,33847,30276,37484,46836,111237,46621,38550,41255,384413,37421,56846,33960,282676,47565,102622,205278,75342,99047,162497,184138
MAL,VAL,2012/2013,5,9/23/12 0:00,2,0,37439,260659,268039,97491,32656,103904,193978,80492,200630,45204,25462,96613,25990,77741,182921,93484,75307,134236,93480,31718,213729,37506
COR,SEV,2012/2013,5,9/24/12 0:00,0,2,33018,33756,74989,30752,29580,189178,24385,43294,33761,186748,37446,33986,172430,107929,26255,33848,49970,30994,33991,25773,39106,75310
RAY,REA,2012/2013,5,9/24/12 0:00,0,2,37656,183449,33961,193223,99333,74747,165607,256727,10348,38367,358127,30657,37442,25921,30962,28467,30675,30889,46509,31097,30893,26166
BET,AMA,2012/2013,3,9/26/12 0:00,2,4,46531,31303,26345,37427,38025,214449,45749,2805,215927,282470,96652,96623,38424,19327,56678,41167,37631,33635,39792,33871,26310,22543
MAL,BET,2012/2013,6,9/29/12 0:00,4,0,28955,33843,30459,41707,38521,112758,37824,193226,191315,11758,37576,46531,31303,150731,37427,38025,45749,161651,2805,214449,2983,215927
SOC,BIL,2012/2013,6,9/29/12 0:00,2,0,38536,56846,33960,282676,47565,102622,205278,33973,99047,184138,46289,33764,33025,33024,37604,74990,150323,181297,96619,179772,239965,33028
VAL,ZAR,2012/2013,6,9/29/12 0:00,2,0,109222,25990,77741,182921,93484,18814,134236,93480,39122,213729,37506,37623,12766,257855,33775,213695,364244,31014,369800,102612,37654,40958
SEV,BAR,2012/2013,6,9/29/12 0:00,2,3,33986,172430,107929,26255,33848,30994,49970,33991,25773,39106,75310,32657,33988,23678,38818,150739,39854,154257,30613,50047,30981,150250
VAL,RAY,2012/2013,6,9/30/12 0:00,6,1,74689,79737,97486,150574,154938,33586,183346,75376,41168,25347,111975,37656,183449,33961,193223,256727,74747,40501,75004,165607,38367,10348
ESP,AMA,2012/2013,6,9/30/12 0:00,0,1,113695,185123,230993,70812,52004,121716,107930,282475,37441,30663,195589,170323,38424,19327,56678,41167,37631,30871,39792,33871,184533,19243
OSA,LEV,2012/2013,6,9/30/12 0:00,4,0,104986,72542,38151,191906,38507,71619,243163,183350,37489,18784,38551,33753,35988,33847,30276,37484,111237,46836,46621,166111,38550,37799
GRA,CEL,2012/2013,6,9/30/12 0:00,2,1,37579,213809,213812,213823,40139,43375,4902,103424,179795,49836,161291,71498,183462,18673,192065,74721,33747,40775,72623,31092,39215,174472
REA,COR,2012/2013,6,9/30/12 0:00,5,1,30657,30962,230982,25921,28467,42346,31097,46509,36378,30893,25759,33018,33756,30752,34104,29580,151079,24385,43294,189178,186748,37446
GET,MAL,2012/2013,6,10/1/12 0:00,1,0,33845,33634,18904,75397,41470,154256,32999,38573,167027,24383,213489,37439,260659,97491,268039,32656,103904,167376,193978,200630,45204,25462
CEL,SEV,2012/2013,7,10/5/12 0:00,2,0,246201,183462,18673,192065,46391,33747,205034,72623,31092,39215,174472,33986,172430,107929,26255,33848,33991,213502,30994,214972,115798,75310
VAL,ESP,2012/2013,7,10/6/12 0:00,1,1,74689,79737,97486,41166,154938,33586,183346,36130,25347,41168,111975,113695,230993,70891,70812,52004,159598,121716,107930,150872,37441,195589
BET,SOC,2012/2013,7,10/6/12 0:00,2,0,169756,31303,45237,37427,264293,161651,45749,282470,170365,215927,96652,38536,56846,33960,282676,47565,102622,205278,33973,99047,184138,75342
ZAR,GET,2012/2013,7,10/6/12 0:00,0,1,37623,12766,257855,33775,213695,369800,364244,31014,37654,38136,40958,33845,33634,18904,75397,41470,154256,32999,38573,167027,24383,213489
RAY,COR,2012/2013,7,10/6/12 0:00,2,1,37656,183449,33961,193223,99333,165607,10348,358127,43372,74747,38367,33018,111190,30752,34104,29580,24385,151079,43294,33761,186748,37446
AMA,MAL,2012/2013,7,10/7/12 0:00,2,1,170323,38424,19327,56678,41167,37631,24217,33635,39792,22543,45744,28955,33843,30459,41707,38521,112758,49866,37824,191315,11758,30646
BIL,OSA,2012/2013,7,10/7/12 0:00,1,0,33764,33025,33024,242151,74990,150323,181297,96619,164676,179772,33028,104986,72542,38151,191906,37422,71619,243163,75398,37489,18784,38551
LEV,VAL,2012/2013,7,10/7/12 0:00,1,0,33753,37597,33847,30276,37484,46836,111237,46621,38550,41255,37799,109222,25990,77741,182921,93484,18814,134236,31045,39122,213729,37506
MAL,GRA,2012/2013,7,10/7/12 0:00,1,2,37439,103904,97491,268039,291635,200630,167376,193978,38131,45204,25462,37579,213809,213812,213823,40139,4902,43375,103424,179795,49836,161291
BAR,REA,2012/2013,7,10/7/12 0:00,2,2,32657,33988,38818,33992,150739,39854,154257,30613,150250,30981,30955,30657,37442,25921,30962,28467,42346,30889,46509,36378,30893,26166
MAL,VAL,2012/2013,8,10/20/12 0:00,2,1,28955,33843,30459,41707,11758,238841,112758,193226,191315,37824,37576,183348,79737,97486,41166,154938,43374,183346,36130,25347,75376,111975
VAL,BIL,2012/2013,8,10/20/12 0:00,3,2,109222,35324,77741,182921,26403,18814,134236,213729,39122,282691,37506,33764,33025,242151,37604,188060,150323,164676,96619,181297,179772,33028
REA,CEL,2012/2013,8,10/20/12 0:00,2,0,30657,30962,230982,25921,30675,31097,30889,36378,41044,30893,25759,246201,183462,18673,192065,46391,33747,102628,205034,72623,174472,39215
COR,BAR,2012/2013,8,10/20/12 0:00,4,5,33018,111190,30752,34104,33893,151079,24385,43294,33761,186748,37446,32657,213688,23678,38818,150739,30955,154257,30613,213704,30981,30909
ESP,RAY,2012/2013,8,10/21/12 0:00,3,2,113695,230993,70891,70812,40599,107930,121716,185123,37441,150872,195589,37656,183449,33961,303484,99333,74747,215079,43372,358127,165607,10348
SOC,AMA,2012/2013,8,10/21/12 0:00,0,1,38536,56846,33960,282676,47565,205278,102622,33973,184138,75342,46289,170323,38424,19327,56678,41167,37631,33635,33871,184533,45744,22543
OSA,BET,2012/2013,8,10/21/12 0:00,0,0,104986,72542,38151,191906,37422,33870,71619,183350,18784,38363,38551,169756,31303,45237,26345,264293,161651,2805,96652,102879,215927,2983
GET,LEV,2012/2013,8,10/21/12 0:00,0,1,33845,33634,18904,75397,41470,154256,32999,75192,38573,37461,241825,33753,37597,33847,30276,37484,46836,111237,46621,38550,41255,37799
GRA,ZAR,2012/2013,8,10/21/12 0:00,1,2,37579,213809,213812,213823,40139,4902,43375,103424,49836,150754,161291,37623,12766,22928,33775,213695,102612,38575,178802,369800,37654,40958
SEV,MAL,2012/2013,8,10/22/12 0:00,3,2,33986,172430,95509,26255,33848,213502,30994,25773,33991,75310,37474,37439,260659,97491,268039,291635,25462,193978,172948,200630,45204,41157
ESP,MAL,2012/2013,9,10/27/12 0:00,0,0,113695,107930,230993,70812,52004,121716,282475,150872,37441,38578,195589,28955,33843,30459,41707,11758,112758,49866,56819,191315,37450,30646
BET,VAL,2012/2013,9,10/27/12 0:00,1,0,169756,31303,45237,37427,264293,161651,170365,242094,102879,215927,96652,96613,25990,77741,30914,93484,30666,18814,213729,134236,282691,37506
CEL,COR,2012/2013,9,10/27/12 0:00,1,1,71498,183462,18673,192065,46391,33747,205034,72623,102619,39215,174472,33018,111190,30752,34104,33893,189178,151079,43294,33761,186748,37446
RAY,BAR,2012/2013,9,10/27/12 0:00,0,5,37656,183449,193223,37443,99333,74747,43372,358127,10348,165607,38367,32657,213688,154257,33992,150739,39854,23678,30613,150250,30981,30909
AMA,OSA,2012/2013,9,10/28/12 0:00,3,1,170323,38424,19327,56678,41167,37631,33635,33871,24217,26310,22543,104986,72542,38151,191906,38507,33870,71619,243163,38363,108809,18784
BIL,GET,2012/2013,9,10/28/12 0:00,1,2,33764,33025,33024,37604,191136,150323,181297,96619,213470,179772,33028,33845,33634,18904,75397,41470,154256,37449,75192,167027,24383,213489
LEV,GRA,2012/2013,9,10/28/12 0:00,3,1,33753,37597,127894,30276,37484,46836,111237,46621,38550,41255,37799,37579,213809,213812,213823,40139,43375,24099,103424,179795,49836,161291
ZAR,SEV,2012/2013,9,10/28/12 0:00,2,1,37623,12766,22928,257855,213695,102612,38575,178802,369800,37654,40958,33986,172430,107929,26255,33848,30994,49970,33991,25773,37474,75310
MAL,REA,2012/2013,9,10/28/12 0:00,0,5,37439,260659,97491,268039,291635,103904,172948,38160,41157,25462,45204,30657,30962,230982,25921,30675,31097,30889,46509,36378,30893,25759
VAL,SOC,2012/2013,9,10/29/12 0:00,2,2,183348,79737,150574,41166,154938,33586,183346,36130,25347,75376,46808,38536,102620,33960,282676,47565,102622,205278,75342,184138,56686,46289
MAL,RAY,2012/2013,10,11/3/12 0:00,1,2,28955,33843,30459,41707,11758,193226,112758,49866,37824,37576,191315,37456,183449,33961,37443,99333,165607,74747,75004,43372,10348,358127
VAL,AMA,2012/2013,10,11/3/12 0:00,2,0,96613,25990,77741,30914,93484,93480,18814,134236,31045,39122,37506,170323,38424,19327,56678,41167,30871,33635,39792,24217,45744,22543
REA,ZAR,2012/2013,10,11/3/12 0:00,4,0,30657,30962,25921,34029,37442,31097,30675,46509,36378,30893,25759,37623,12766,257855,22928,213695,38575,364244,369800,102612,37654,40958
BAR,CEL,2012/2013,10,11/3/12 0:00,3,1,32657,33992,38818,150739,150250,154257,39854,30955,30613,30981,30909,71498,183462,41568,192065,46391,72623,33747,205034,39215,102619,174472
SOC,ESP,2012/2013,10,11/4/12 0:00,0,1,38536,102620,33960,282676,47565,102622,205278,56846,33973,75342,46289,113695,70891,70812,52004,230993,186121,282475,38578,37441,150872,195589
OSA,VAL,2012/2013,10,11/4/12 0:00,0,1,104986,37422,33607,191906,38507,33870,231811,183350,18784,75398,108809,183348,79737,150574,41166,154938,114601,183346,36130,25347,75376,111975
GRA,BIL,2012/2013,10,11/4/12 0:00,1,2,37579,213809,2752,25521,40139,4902,43375,103424,179795,151058,161291,33764,33025,33024,37604,191136,150323,181297,96619,179772,213470,33028
SEV,LEV,2012/2013,10,11/4/12 0:00,0,0,33986,172430,95509,26255,33848,30994,49970,33991,25773,202553,75310,33753,37597,33847,30276,37484,46836,111237,75619,38550,41255,37799
COR,MAL,2012/2013,10,11/4/12 0:00,1,0,33018,111190,30752,34104,33893,151079,189178,43294,33761,186748,37446,37439,103904,268039,97491,291635,38160,193978,33762,25462,200630,45204
GET,BET,2012/2013,10,11/5/12 0:00,2,4,33845,33634,37479,75397,41470,154256,37449,75192,167027,24383,213489,169756,31303,45237,26345,264293,45749,161651,242094,102879,215927,96652
BET,GRA,2012/2013,11,11/9/12 0:00,1,2,169756,31303,26345,45237,264293,161651,45749,96652,102879,215927,2983,37579,213809,25521,213823,110331,4902,43375,103424,179795,151058,161291
MAL,SOC,2012/2013,11,11/10/12 0:00,1,2,28955,33843,30692,41707,28439,39990,37824,191315,193226,11758,37576,38536,102620,33960,282676,47565,282678,205278,33973,75342,56686,99054
ESP,OSA,2012/2013,11,11/10/12 0:00,0,3,113695,230993,70891,70812,52004,107930,121716,38578,37441,282475,58294,104986,37422,191906,33865,38507,231811,243163,183350,18784,75398,108809
ZAR,COR,2012/2013,11,11/10/12 0:00,5,3,37623,12766,22928,257855,213695,38575,178802,369800,102612,37654,40958,33018,111190,74989,34104,40951,189178,151079,43294,33761,186748,37446
RAY,CEL,2012/2013,11,11/10/12 0:00,3,2,37456,183449,33961,193223,99333,165607,75004,74747,43372,10348,358127,71498,183462,41568,192065,46391,18673,205034,72623,102619,39215,174472
VAL,VAL,2012/2013,11,11/11/12 0:00,1,1,183348,79737,150574,74302,154938,33586,183346,75376,25347,41168,111975,96613,35324,77741,182921,93484,18814,75307,93480,108568,31045,31718
AMA,GET,2012/2013,11,11/11/12 0:00,2,0,170323,38424,19327,56678,41167,37631,33635,39792,33871,45744,22543,33845,33634,37479,75397,41470,154256,37449,75192,167027,24383,213489
BIL,SEV,2012/2013,11,11/11/12 0:00,2,1,33764,33025,33024,37604,191136,181297,150323,164676,96619,33028,179772,33986,112205,95509,26255,33848,49970,30994,213502,33991,75310,25773
LEV,REA,2012/2013,11,11/11/12 0:00,1,2,33753,37597,33847,30276,37484,111237,46836,46621,38550,41255,37799,30657,37442,25921,30962,29590,30675,30889,150330,36378,46509,30893
MAL,BAR,2012/2013,11,11/11/12 0:00,2,4,37439,260659,97491,268039,291635,103904,193978,38160,200630,25462,45204,32657,33988,37482,38818,150739,39854,154257,30613,30909,30981,213704
OSA,MAL,2012/2013,12,11/17/12 0:00,0,0,104986,37422,33865,191906,38507,243163,231811,183350,75398,38363,108809,28955,33843,30459,41707,11758,39990,112758,37824,191315,193226,37576
VAL,ESP,2012/2013,12,11/17/12 0:00,2,1,96613,35324,77741,182921,31045,30666,134236,93480,39122,213729,37506,113695,230993,107930,70812,52004,121716,282475,38578,37441,150872,195589
REA,BIL,2012/2013,12,11/17/12 0:00,5,1,30657,37442,25921,30962,29590,31097,30889,150330,36378,30893,26166,33764,33025,182224,242151,191136,150323,33024,96619,179772,213470,33028
BAR,ZAR,2012/2013,12,11/17/12 0:00,3,1,32657,213688,37482,30661,150739,39854,23678,30955,30909,30981,150250,37623,,73078,257855,33775,178802,38575,102612,37654,38136,369800
GET,VAL,2012/2013,12,11/18/12 0:00,2,1,33845,33634,37451,37479,37622,154256,78404,75192,24383,37461,241825,183348,79737,150574,74302,154938,33586,183346,36130,25347,75376,111975
GRA,AMA,2012/2013,12,11/18/12 0:00,0,1,37579,213809,25521,213823,40139,4902,43375,103424,179795,151058,161291,170323,38424,19327,56678,41167,37631,33635,39792,33871,45744,22543
SEV,BET,2012/2013,12,11/18/12 0:00,5,1,33986,172430,95509,26255,33848,30994,49970,33991,25773,38821,75310,169756,31303,45237,37427,264293,45749,161651,2805,282470,96652,215927
COR,LEV,2012/2013,12,11/18/12 0:00,0,2,33018,111190,30752,34104,33893,151079,189178,43294,33761,75474,37446,33753,37597,33847,30276,37484,111237,38550,46621,166111,41255,37799
CEL,MAL,2012/2013,12,11/18/12 0:00,1,1,71498,183462,41568,192065,74721,33747,205034,72623,31092,39215,174472,37439,260659,97491,268039,291635,193978,172948,103904,25462,200630,45204
SOC,RAY,2012/2013,12,11/19/12 0:00,4,0,37421,102620,33960,282676,47565,282678,205278,33973,75342,56686,99054,37456,183449,303484,33961,99333,165607,75004,74747,43372,10348,358127
SOC,OSA,2012/2013,13,11/23/12 0:00,0,0,37421,102620,33960,282676,47565,99047,205278,33973,75342,184138,99054,104986,37422,33865,191906,38507,72542,231811,183350,18784,75398,108809
MAL,VAL,2012/2013,13,11/24/12 0:00,4,0,28955,33843,30459,41707,11758,39990,112758,37824,191315,193226,37576,96613,35324,77741,30914,93484,18814,134236,93480,108568,31045,31718
VAL,GRA,2012/2013,13,11/24/12 0:00,1,0,183348,79737,150574,74302,154938,33586,183346,36130,25347,75376,111975,37579,213809,25521,213823,40139,4902,43375,103424,49836,151058,161291
BET,REA,2012/2013,13,11/24/12 0:00,1,0,169756,33733,150731,2768,264293,45749,161651,214449,102879,215927,96652,30657,37442,25921,30962,29590,42346,30889,46509,36378,30893,26166
RAY,MAL,2012/2013,13,11/24/12 0:00,2,0,37456,183449,37443,193223,406257,165607,75004,74747,43372,10348,358127,37439,103904,97491,268039,291635,193978,172948,41157,25462,200630,45204
