home_team,away_team,season,stage,date,home_team_goal,away_team_goal,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11
SAN,GET,2010/2011,5,9/26/10 0:00,0,1,37579,75606,128037,37879,18664,42321,26535,40501,37512,30827,149584,38427,41470,32675,80497,37622,34381,107930,75619,75307,37474,150770
COR,ALM,2010/2011,5,9/26/10 0:00,0,2,96651,33756,37451,70891,40068,37449,2805,97488,164210,31045,45744,96613,150316,74404,6864,75239,40049,113627,38581,46384,43329,45605
ESP,OSA,2010/2011,5,9/26/10 0:00,1,0,25563,45440,193223,182921,163971,33759,80492,24852,37441,150330,213489,24591,37422,38151,33865,38521,33870,38424,75474,11555,38136,23853
MAL,SOC,2010/2011,5,9/26/10 0:00,2,0,37439,,33849,33856,215405,24123,103904,56686,38160,25462,40710,37421,102620,33959,33960,47565,33973,33997,37416,184138,99047,32764
MAL,VIL,2010/2011,5,9/27/10 0:00,2,3,37656,36400,26805,41707,188517,24612,128870,102612,23779,51545,11758,41466,33733,30752,113672,40599,38433,42479,30958,37436,25986,38699
VAL,BIL,2010/2011,6,10/2/10 0:00,2,1,24494,74403,30914,30276,26403,2802,38701,39782,41468,33028,37506,33764,33025,182224,33993,191136,33024,37410,30287,37408,112204,33030
ZAR,SPG,2010/2011,6,10/2/10 0:00,2,2,33644,37754,33582,27668,150968,33635,30534,38573,164676,45457,38700,75195,150480,107929,101070,162497,38746,30273,75354,38886,24383,41294
SOC,ESP,2010/2011,6,10/2/10 0:00,1,0,37421,102620,33959,33960,47565,33997,37416,33973,99047,184138,32764,25563,183331,121716,182921,33767,33759,80492,24852,37441,150330,40165
BAR,MAL,2010/2011,6,10/3/10 0:00,1,1,32657,33988,37482,30891,30738,30955,38818,26146,30981,150250,96643,37439,,33856,68260,215405,167376,38160,103904,24123,56686,40710
SEV,AMA,2010/2011,6,10/3/10 0:00,3,1,33986,39562,37479,96616,33848,101422,31014,30443,38139,33989,75310,182917,30689,33636,114044,32656,25924,30871,37631,105827,30663,38460
GET,HER,2010/2011,6,10/3/10 0:00,3,0,38427,41470,32675,80497,37622,107930,34381,75619,75307,37474,102572,37511,37470,33715,24630,33609,24385,18376,175311,96852,42714,30728
VIL,SAN,2010/2011,6,10/3/10 0:00,2,0,41466,33733,30752,113672,40599,30958,38433,37436,42479,25986,38699,37579,33896,49833,37879,74435,46836,42321,32999,26535,149584,35638
ALM,MAL,2010/2011,6,10/3/10 0:00,1,1,96613,150316,74404,6864,75239,40049,113627,38581,46384,43329,45605,37656,33843,26805,41707,36400,24612,37419,102612,23779,51545,11758
REA,COR,2010/2011,6,10/3/10 0:00,6,1,30657,30962,25921,30911,28467,42346,30889,46509,36378,30893,25759,96651,33756,37451,34104,18853,2805,37793,37449,33844,31045,164210
OSA,LEV,2010/2011,6,10/3/10 0:00,1,1,24591,37422,33874,33865,38521,33870,38424,75474,11555,38136,23853,114762,30279,33847,37672,34575,30271,154256,33872,74734,33668,75214
BAR,VAL,2010/2011,7,10/16/10 0:00,2,1,32657,33988,30661,37482,34304,39854,154257,26146,30981,30909,30955,24494,74403,30914,30276,150739,30666,38701,2802,108568,26403,37506
AMA,GET,2010/2011,7,10/16/10 0:00,2,0,182917,33634,30689,33636,41167,25924,30871,105827,38821,30663,19243,38427,41470,32675,80497,37622,107930,34381,75619,75307,37474,102572
MAL,REA,2010/2011,7,10/16/10 0:00,1,4,19403,33843,26805,41707,36400,24612,37419,102612,23779,51545,183479,30657,37442,25921,30911,28467,42346,30889,46509,36378,30893,25759
BIL,ZAR,2010/2011,7,10/17/10 0:00,2,1,33764,33025,33027,182224,96617,96619,33024,37410,179772,150832,33030,33644,37754,27678,27668,30534,33635,73078,45457,38379,164676,38700
SPG,SEV,2010/2011,7,10/17/10 0:00,2,0,75195,150480,75395,101070,162497,38746,30273,38004,38886,24383,106600,33986,39562,37479,33990,33848,38131,30443,31014,101422,34106,75310
SAN,ALM,2010/2011,7,10/17/10 0:00,1,0,37579,75606,128037,37879,74435,26535,46836,37512,35638,149584,30827,96613,150316,74404,6864,75239,40049,113627,46384,38581,45605,43329
COR,OSA,2010/2011,7,10/17/10 0:00,0,0,33018,167069,37451,70891,111190,2805,37793,37449,164210,97488,45744,24591,37422,33865,38151,38521,42369,38424,26044,11555,75474,179009
LEV,SOC,2010/2011,7,10/17/10 0:00,2,1,114762,30279,33847,37672,34575,154256,30271,33668,74734,41255,41622,37421,102620,33959,33960,47565,37416,33973,184138,33997,32764,38551
MAL,ESP,2010/2011,7,10/17/10 0:00,0,1,37439,,33856,68260,215405,103904,38160,24123,56686,25462,40710,113695,45440,121716,182921,33767,33759,80492,24852,37441,150330,40165
HER,VIL,2010/2011,7,10/18/10 0:00,2,2,37511,37470,33715,24630,33609,96852,18376,31718,,42714,30728,41466,33733,38458,113672,40599,30958,42479,38433,25986,37436,38699
VAL,MAL,2010/2011,8,10/23/10 0:00,1,2,33845,150739,30914,30994,41667,38701,30666,32762,108568,2802,37506,37439,,33856,33849,33893,167376,38160,103904,24123,56686,25574
ZAR,BAR,2010/2011,8,10/23/10 0:00,0,2,33644,37754,27668,33582,27678,150968,164676,33635,30534,38573,38379,32657,33988,30661,37482,30738,30955,154257,26146,30981,30909,150250
REA,SAN,2010/2011,8,10/23/10 0:00,6,1,30657,37442,25921,30911,28467,42346,30889,46509,36378,30893,25759,37579,75606,128037,37879,74435,49833,46836,37512,35638,26535,30827
SEV,BIL,2010/2011,8,10/24/10 0:00,4,3,33986,26354,96616,37479,33848,38139,31014,39562,30443,34106,33989,33764,33025,33027,182224,96617,179772,96619,37410,33024,150832,33030
GET,SPG,2010/2011,8,10/24/10 0:00,3,0,38427,164852,32675,75397,80497,107930,34381,75619,75307,37474,102572,75195,150480,75395,101070,162497,30273,33887,38886,38004,32865,106600
VIL,AMA,2010/2011,8,10/24/10 0:00,2,0,41466,33733,30752,38458,40599,37480,42479,30958,37436,25986,38699,182917,30689,33636,56678,41167,38821,33871,25924,30663,19243,37412
ALM,HER,2010/2011,8,10/24/10 0:00,1,1,96613,150316,74404,6864,75239,40049,113627,38581,46384,43329,45605,37511,37470,33715,24630,33609,96852,31718,24385,37455,26145,37497
OSA,MAL,2010/2011,8,10/24/10 0:00,3,0,24591,37422,38151,33865,38521,42369,33870,38424,11555,30744,38136,19403,33843,26805,41707,163236,37419,128870,11758,24612,23779,43310
ESP,LEV,2010/2011,8,10/24/10 0:00,2,1,113695,45440,121716,182921,33767,33759,80492,38578,37441,18705,150330,114762,30279,33847,37672,34575,30271,154256,38489,74734,41255,41622
SOC,COR,2010/2011,8,10/25/10 0:00,3,0,37421,102620,33959,33960,47565,33997,37416,99047,184138,33973,38551,33018,167069,34104,70891,111190,2805,169195,37449,164210,97488,45744
VAL,ZAR,2010/2011,9,10/30/10 0:00,1,1,33845,34007,30276,30914,26403,108568,39782,2802,41468,32762,33028,33644,37754,27678,33582,27668,30534,38403,33635,73078,38573,38379
BAR,SEV,2010/2011,9,10/30/10 0:00,5,0,32657,33988,30661,37482,30738,39854,154257,30955,30981,30909,150250,71498,39562,96616,37479,202553,101422,31014,30443,38139,34106,33989
HER,REA,2010/2011,9,10/30/10 0:00,1,3,37511,37470,37443,24630,33609,24385,18376,96852,31718,26145,30728,30657,30962,25921,30911,28467,42346,30889,46509,36378,30893,25759
BIL,GET,2010/2011,9,10/31/10 0:00,3,0,33764,33025,182224,33027,96617,33024,37410,96619,150832,179772,33030,38427,164852,32675,75397,80497,107930,34381,75619,37469,37474,102572
SPG,VIL,2010/2011,9,10/31/10 0:00,1,1,75195,150480,107929,101070,162497,30273,38746,38886,38004,24383,106600,41466,33733,25986,30752,40599,42479,37436,37480,38433,38458,38699
AMA,ALM,2010/2011,9,10/31/10 0:00,1,1,182917,30689,33636,114044,41167,38821,25924,30871,30663,38460,37412,96613,150316,74404,6864,75239,113627,40049,38581,46384,43329,45605
SAN,OSA,2010/2011,9,10/31/10 0:00,4,1,37579,75606,128037,37879,74435,46836,37512,26535,30827,35638,149584,24591,37422,38151,33865,38521,33870,42369,38424,11555,30744,38136
MAL,SOC,2010/2011,9,10/31/10 0:00,1,2,33826,33843,26805,41707,36400,24612,128870,102612,11758,56819,23779,37421,102620,33959,33960,47565,102622,38540,33973,99047,184138,38551
COR,ESP,2010/2011,9,10/31/10 0:00,3,0,33018,33756,70891,74989,37451,40068,33844,2805,37449,45744,37446,113695,45440,121716,182921,33767,33759,186121,24852,37441,18705,150330
MAL,LEV,2010/2011,9,11/1/10 0:00,2,1,37439,,33856,33849,33893,200630,38160,24123,103904,25462,40710,114762,30279,33847,37672,34575,38449,30271,33872,58294,41255,75214
SOC,SAN,2010/2011,10,11/6/10 0:00,1,0,37421,102620,33961,33960,47565,37416,33997,33973,99047,184138,38551,37579,75606,37879,128037,74435,46836,37512,26535,35638,30827,149584
ESP,MAL,2010/2011,10,11/6/10 0:00,1,0,25563,185123,121716,182921,163971,80492,186121,24852,37441,150330,40165,33826,33843,26805,41707,36400,102612,128870,191873,56819,11758,43310
ZAR,MAL,2010/2011,10,11/7/10 0:00,3,2,33644,37754,33582,27678,27668,30534,38403,164676,33635,38573,38379,37439,151075,33849,33856,33893,167376,38160,103904,24123,200630,25574
GET,BAR,2010/2011,10,11/7/10 0:00,1,3,38427,164852,32675,75397,37622,107930,34381,75619,37471,37474,150770,32657,33988,30661,37482,34304,39854,38818,30955,30981,30909,150250
VIL,BIL,2010/2011,10,11/7/10 0:00,4,1,41466,33733,30752,113672,40599,37480,38433,42479,37436,25986,38699,33764,33025,33027,182224,191136,37410,33024,96619,150832,179772,33030
ALM,SPG,2010/2011,10,11/7/10 0:00,1,1,96613,150316,74404,6864,75239,40049,113627,38581,46384,43329,45605,75195,150480,107929,75395,162497,30273,33887,32865,38004,24383,41294
REA,AMA,2010/2011,10,11/7/10 0:00,2,0,30657,30962,25921,30911,28467,42346,30889,46509,36378,30893,25759,182917,33634,30689,114044,41167,38821,30871,37631,30663,38460,37412
OSA,HER,2010/2011,10,11/7/10 0:00,3,0,24591,37422,38151,33865,38521,33870,42369,38424,11555,30744,38136,37511,75199,37443,24630,33609,24385,18376,175311,96852,42714,30728
LEV,COR,2010/2011,10,11/7/10 0:00,1,2,114762,30279,33847,37672,34575,30271,38449,33872,74734,41255,58294,33018,33756,70891,74989,37451,167069,33844,37449,2805,45744,37446
SEV,VAL,2010/2011,10,11/8/10 0:00,2,0,71498,26354,96616,37479,33848,101422,31014,30443,38139,34106,33989,24494,34007,30276,30914,26403,37824,39782,38701,41468,37506,33028
BAR,VIL,2010/2011,11,11/13/10 0:00,3,1,32657,33988,30661,30738,34304,154257,39854,30955,150250,30981,30909,41466,33733,30752,113672,40599,37480,38433,42479,37436,25986,38699
BIL,ALM,2010/2011,11,11/13/10 0:00,1,0,33764,33025,33027,182224,96617,96619,33024,37410,179772,112204,33030,96613,150316,74404,20325,26886,40049,113627,6853,75239,26554,39142
AMA,OSA,2010/2011,11,11/13/10 0:00,3,0,182917,33634,30689,33636,41167,38821,30871,37631,30663,38460,37412,24591,37422,33865,38151,38521,33870,42369,38424,11555,30744,38136
ZAR,SEV,2010/2011,11,11/14/10 0:00,1,2,33644,37754,33582,27678,27668,150968,33635,32043,30534,38573,38379,71498,26354,96616,37479,33848,101422,30443,34182,38139,34106,33989
VAL,GET,2010/2011,11,11/14/10 0:00,2,0,33845,34007,30276,30914,26403,37824,30666,134236,41468,37506,33028,38427,164852,32675,75397,37622,38431,37471,75619,75307,37474,102572
SPG,REA,2010/2011,11,11/14/10 0:00,0,1,75195,150480,107929,101070,162497,30273,38746,32865,38004,24383,106600,30657,30962,25921,30911,28467,42346,30889,30893,36378,46509,25759
HER,SOC,2010/2011,11,11/14/10 0:00,2,1,37511,37470,24630,37443,33609,24385,18376,175311,31718,42714,30728,37421,102620,33959,33960,47565,38540,37416,33973,33997,184138,38551
SAN,ESP,2010/2011,11,11/14/10 0:00,0,0,37579,75606,128037,37879,74435,37512,46836,26535,30827,35638,149584,25563,185123,193223,121716,163971,186121,80492,24852,37441,150330,40165
MAL,LEV,2010/2011,11,11/14/10 0:00,1,0,33826,33843,26805,41707,36400,102612,128870,193226,56819,11758,43310,114762,30279,33847,37672,37484,30271,38449,38546,33872,41622,41255
MAL,COR,2010/2011,11,11/14/10 0:00,0,0,37439,,33849,33856,33893,167376,38160,103904,24123,200630,25574,33018,33756,70891,74989,37451,167069,33844,2805,37449,45744,37446
VIL,VAL,2010/2011,12,11/20/10 0:00,1,1,41466,33733,30752,38458,40599,38433,37480,42479,37436,25986,38699,33845,74403,41667,30914,30276,34007,37824,30994,134236,2802,33028
ALM,BAR,2010/2011,12,11/20/10 0:00,0,8,96613,150316,6864,74404,75239,40049,113627,6853,38581,39142,46384,32657,33988,30661,172948,34304,39854,38818,30955,150250,30981,30909
REA,BIL,2010/2011,12,11/20/10 0:00,5,1,30657,30962,25921,30911,28467,42346,30889,30893,36378,46509,25759,33764,33025,182224,33027,37604,37410,30287,96619,179772,37408,33030
SEV,MAL,2010/2011,12,11/21/10 0:00,1,2,33986,26354,33990,37479,202553,101422,38131,30443,27671,75310,33989,37439,151075,33849,33856,33893,167376,38160,200630,24123,56686,25574
OSA,SPG,2010/2011,12,11/21/10 0:00,1,0,24591,37422,37718,33865,31303,33870,42369,38424,11555,30744,38136,75195,150480,75395,101070,162497,30273,38746,32865,38004,38886,41294
SOC,AMA,2010/2011,12,11/21/10 0:00,2,4,37421,102620,33960,33959,47565,37416,33997,33973,99047,184138,38551,182917,30689,56678,33636,32656,38821,30871,37631,30663,38460,37412
ESP,HER,2010/2011,12,11/21/10 0:00,3,0,25563,185123,193223,121716,163971,186121,80492,24852,37441,150330,40165,37511,37470,24630,37443,,96852,18376,175311,31718,26145,30728
LEV,SAN,2010/2011,12,11/21/10 0:00,3,1,114762,30279,33847,37672,37484,30271,154256,38489,58294,41255,41622,37579,75606,128037,37879,74435,46836,37512,26535,97234,35638,30827
COR,MAL,2010/2011,12,11/21/10 0:00,3,0,33018,33756,70891,74989,37451,167069,97488,37449,2805,45744,215711,33826,33843,26805,41707,36400,128870,193226,11758,238841,43310,37450
GET,ZAR,2010/2011,12,11/22/10 0:00,1,1,38427,41470,80497,75397,37622,37471,75307,34381,75619,102572,37474,30664,30534,33582,27668,150968,32043,38573,33635,38403,45457,38700
SEV,GET,2010/2011,13,11/27/10 0:00,1,3,33986,39562,96616,33848,37479,34182,38139,31014,101422,75310,33989,38427,41470,32675,80497,37622,34381,75307,75619,37474,37461,150770
ZAR,VIL,2010/2011,13,11/27/10 0:00,0,3,30664,37754,33582,27668,33775,33635,32043,38573,45457,38403,38700,41466,33733,30752,38458,173885,37480,42479,30958,37436,25986,38699
AMA,ESP,2010/2011,13,11/27/10 0:00,2,3,182917,30689,56678,33636,41167,38821,30871,37631,30663,38460,37412,25563,185123,193223,121716,163971,186121,80492,24852,37441,150330,40165
VAL,ALM,2010/2011,13,11/28/10 0:00,2,1,109222,74403,30994,30914,150739,37824,30666,134236,41468,33028,37506,96613,75239,74404,20325,26886,38581,113627,40049,46384,39142,43329
BIL,OSA,2010/2011,13,11/28/10 0:00,1,0,33764,33025,182224,37604,191136,96619,33024,179772,37410,33030,150832,24591,37422,37718,33865,38521,33870,42369,38424,11555,75474,30744
SPG,SOC,2010/2011,13,11/28/10 0:00,1,3,75195,150480,107929,101070,162497,30273,38746,32865,106600,38886,34582,37421,102620,33959,33960,47565,37416,38540,33973,99047,184138,38551
HER,LEV,2010/2011,13,11/28/10 0:00,3,1,37216,37470,33715,24630,33609,24385,96852,,31718,26145,30728,114762,30279,33847,37672,,38449,38489,154256,37484,41622,58294
SAN,COR,2010/2011,13,11/28/10 0:00,1,0,37579,75606,128037,37879,18664,37512,32999,26535,97234,35638,30827,33018,33756,70891,74989,37451,167069,37447,37449,2805,97488,45744
MAL,MAL,2010/2011,13,11/28/10 0:00,2,0,37439,151075,33849,33856,215405,24123,38160,103904,200630,56686,25574,37656,33843,26805,41707,163236,188517,238841,11758,56819,37450,51545
BAR,REA,2010/2011,13,11/29/10 0:00,5,0,32657,33988,30661,37482,30738,39854,154257,30955,150250,30981,30909,30657,30962,25921,30911,28467,42346,30889,46509,36378,30893,26166
REA,VAL,2010/2011,14,12/4/10 0:00,2,0,30657,37442,25921,34029,28467,42346,30889,23988,36378,46509,30893,109222,74403,41667,30914,150739,30666,37824,30994,134236,41468,37506
OSA,BAR,2010/2011,14,12/4/10 0:00,0,3,24591,31303,37718,33865,38521,33870,42369,38424,11555,30744,75474,32657,33988,30661,37482,30738,39854,154257,30955,150250,30981,30909
LEV,AMA,2010/2011,14,12/4/10 0:00,2,0,114762,30279,33847,37672,37484,154256,38449,38489,74734,41255,41622,182917,30689,33636,56678,32656,38821,25924,33871,30663,38460,37412
GET,MAL,2010/2011,14,12/5/10 0:00,3,0,38427,41470,32675,80497,37622,34381,75307,75619,37474,37461,150770,37439,151075,33849,33856,215405,167376,38160,200630,24123,56686,25574
VIL,SEV,2010/2011,14,12/5/10 0:00,1,0,41466,33733,113672,38458,150737,37480,42479,30958,37436,25986,38699,33986,26354,96616,37479,33848,165607,34182,31014,101422,27671,33989
ALM,ZAR,2010/2011,14,12/5/10 0:00,1,1,96613,74404,150641,26886,150735,40049,113627,38581,43329,39142,46384,30664,37754,33582,27678,33775,32043,33635,38573,38403,45457,38379
SOC,BIL,2010/2011,14,12/5/10 0:00,2,0,37421,102620,33959,33960,47565,37416,33997,33973,99047,184138,38551,33764,33025,182224,37604,191136,37410,33024,96619,179772,37408,33030
ESP,SPG,2010/2011,14,12/5/10 0:00,1,0,25563,45440,121716,182921,163971,186121,80492,24852,38578,150330,40165,75195,150480,107929,101070,162497,30273,38746,97334,38886,202639,106600
MAL,SAN,2010/2011,14,12/5/10 0:00,4,1,37656,33843,26805,41707,36400,238841,128870,11758,56819,37450,51545,37579,75606,128037,37879,74435,37512,46836,26535,35638,32999,30827
COR,HER,2010/2011,14,12/6/10 0:00,1,0,33018,33756,70891,74989,37451,167069,33844,37793,2805,114680,45744,37511,37470,33715,24630,33609,24385,18376,,31718,42714,30728
GET,VIL,2010/2011,15,12/11/10 0:00,1,0,38427,41470,32675,80497,37622,107930,75307,75619,37474,37461,150770,41466,33733,30752,113672,40599,42479,30958,37436,38433,37480,25986
SEV,ALM,2010/2011,15,12/11/10 0:00,1,3,33986,26354,96616,37479,33848,165607,34182,30443,38139,75310,33989,96613,75239,74404,6864,26886,40049,38581,6853,46384,45605,43329
AMA,COR,2010/2011,15,12/11/10 0:00,2,0,182917,30689,33636,114044,41167,38821,30871,33871,30663,38460,37412,33018,33756,70891,74989,37451,167069,33844,37449,37793,114680,164210
ZAR,REA,2010/2011,15,12/12/10 0:00,1,3,30664,37754,27678,33582,33775,32043,33635,164676,45457,38573,38700,30657,37442,25921,30911,28467,23988,30889,46509,36378,30893,26166
BAR,SOC,2010/2011,15,12/12/10 0:00,5,0,32657,33988,30661,30738,34304,39854,38818,30955,150250,30981,30909,37421,102620,33960,33959,47565,37416,38540,33973,33997,184138,38551
BIL,ESP,2010/2011,15,12/12/10 0:00,2,1,33764,33025,182224,37604,96617,33024,37410,96619,179772,33030,150832,25563,45440,121716,182921,163971,33759,37441,150330,24852,18705,40165
SPG,LEV,2010/2011,15,12/12/10 0:00,1,1,75195,150480,107929,101070,162497,30273,38746,38886,202639,24383,106600,114762,30279,33847,37672,37484,38449,154256,38489,74734,41255,41622
HER,MAL,2010/2011,15,12/12/10 0:00,4,1,37511,37470,33715,24630,33609,,96852,24385,31718,42714,30728,37656,33843,26805,41707,36400,128870,238841,11758,37450,51545,56819
MAL,SAN,2010/2011,15,12/12/10 0:00,0,1,37439,151075,33849,33856,33861,167376,38160,200630,24123,56686,25574,37579,33896,128037,37879,18664,26535,37512,32999,40501,30827,35638
VAL,OSA,2010/2011,15,12/13/10 0:00,3,3,24494,34007,41667,30914,150739,37824,108568,30994,41468,37506,33028,24591,31303,37718,33865,38521,42369,26044,38424,11555,30744,23853
VIL,MAL,2010/2011,16,12/18/10 0:00,3,1,41466,33733,38458,113672,40599,37480,38433,42479,37436,38699,25986,37439,151075,33856,33849,33893,167376,38160,200630,24123,56686,25574
SOC,VAL,2010/2011,16,12/18/10 0:00,1,2,37421,102620,33960,33959,47565,33997,37416,184138,99047,33973,38551,24494,74403,30276,30914,26403,30994,134236,37824,41468,37506,33028
ESP,BAR,2010/2011,16,12/18/10 0:00,1,5,25563,45440,121716,182921,163971,186121,80492,24852,37441,150330,40165,32657,33988,30661,37482,30738,30955,154257,39854,30981,30909,150250
LEV,BIL,2010/2011,16,12/18/10 0:00,1,2,114762,30279,33847,37672,37484,154256,38449,38489,74734,41255,41622,33764,33025,33993,33027,74990,33024,30287,37410,33866,33030,37408
COR,SPG,2010/2011,16,12/18/10 0:00,1,1,33018,33756,70891,74989,37451,40068,189178,33761,2805,31045,45744,75195,150480,107929,101070,162497,30273,38746,97334,32865,24383,41294
ALM,GET,2010/2011,16,12/19/10 0:00,2,3,96613,75239,74404,6864,26886,40049,38581,46384,26554,45605,43329,38427,41470,75397,80497,37622,34381,75307,75619,37474,37461,150770
REA,SEV,2010/2011,16,12/19/10 0:00,1,0,30657,30962,25921,30911,37442,42346,23988,30893,36378,46509,26166,33986,26354,96616,33990,33848,39562,34182,31014,38139,75310,34106
OSA,ZAR,2010/2011,16,12/19/10 0:00,0,0,24591,31303,37718,33865,38521,42369,26044,38424,11555,30744,179009,30664,37754,33582,27668,33775,73078,30534,38573,164676,45457,38700
MAL,AMA,2010/2011,16,12/19/10 0:00,0,3,37656,33843,26805,25913,163236,11758,37419,188517,37450,51545,56819,182917,30689,33636,114044,41167,38821,33871,25924,30663,30871,37412
SAN,HER,2010/2011,16,12/20/10 0:00,0,0,37579,33896,128037,37879,74435,32999,37512,26535,35638,40501,30827,37511,37470,39580,37443,33609,24385,18376,175311,,74772,30728
SEV,OSA,2010/2011,17,1/2/11 0:00,1,0,33986,26354,37479,33990,33848,33991,34182,31014,38139,33989,75310,24591,31303,33865,37718,72542,26044,33870,38424,11555,37422,38136
VAL,ESP,2010/2011,17,1/2/11 0:00,2,1,109222,34007,41667,30914,26403,30994,39782,37824,41468,2802,33028,25563,45440,193223,121716,163971,186121,80492,24852,37441,150330,40165
BAR,LEV,2010/2011,17,1/2/11 0:00,2,1,32657,33988,154257,30738,34304,39854,38818,30955,150250,96643,30909,114762,,37916,37672,34575,38449,38489,154256,38546,41255,75214
BIL,COR,2010/2011,17,1/2/11 0:00,1,2,33764,33025,182224,33027,74990,33866,33024,30287,179772,150832,33030,33018,111190,70891,74989,37451,33756,37449,2805,189178,45744,164210
SPG,MAL,2010/2011,17,1/2/11 0:00,1,2,33630,150480,107929,101070,162497,30273,38746,38886,38004,24383,106600,33826,33843,26805,41707,36400,238841,102612,11758,23779,37450,51545
VIL,ALM,2010/2011,17,1/3/11 0:00,2,0,41466,33733,38458,150737,40599,37480,38433,42479,37436,18628,38699,96613,74404,20325,75239,150316,45605,113627,38581,40049,46384,43329
GET,REA,2010/2011,17,1/3/11 0:00,2,3,38427,41470,32675,75397,37622,34381,75307,75619,37474,37461,150770,30657,37442,34029,30962,28467,30889,23988,46509,36378,30893,26166
ZAR,SOC,2010/2011,17,1/3/11 0:00,2,1,30664,37754,33582,27668,33775,30534,33635,38403,164676,45457,38700,37421,56846,33959,33960,47565,38540,102622,33973,99047,184138,38551
AMA,SAN,2010/2011,17,1/3/11 0:00,0,0,182917,30689,33636,56678,41167,33871,25924,30871,105827,37412,19243,37579,33896,128037,37879,74435,26535,37512,46836,40501,30827,35638
MAL,HER,2010/2011,17,1/3/11 0:00,3,0,37439,151075,33849,33856,215405,38160,103904,200630,24123,25574,25462,37511,37470,33715,24630,,18376,31718,24385,175311,74772,30728
SOC,SEV,2010/2011,18,1/8/11 0:00,2,3,37421,56846,33959,33961,33960,37416,38540,33973,99047,150831,38551,33986,96616,37479,33990,33848,33991,30443,31014,101422,33989,34106
COR,BAR,2010/2011,18,1/8/11 0:00,0,4,33018,111190,70891,37451,33756,2805,37793,33844,189178,97488,45744,32657,33992,37482,30661,30738,30955,38818,26146,150250,30981,30909
MAL,BIL,2010/2011,18,1/8/11 0:00,1,1,96623,33843,30459,41707,36400,112758,102612,23779,34000,37450,51545,33764,33025,182224,242151,96617,37410,30287,33866,150323,179772,33030
MAL,ALM,2010/2011,18,1/9/11 0:00,4,1,37439,151075,33849,33856,215405,103904,24123,38160,200630,25574,25462,96613,150316,6864,74404,26886,6853,40049,75239,46384,45605,43329
REA,VIL,2010/2011,18,1/9/11 0:00,4,2,30657,30962,30911,34029,28467,23988,30889,46509,36378,30893,26166,41466,33733,38458,150737,40599,37436,38433,42479,37480,18628,38699
OSA,GET,2010/2011,18,1/9/11 0:00,0,0,24591,37422,37718,33865,31303,38151,33870,38424,26044,75474,38136,38427,41470,32675,75397,37622,34381,75307,75619,37474,37461,33762
ESP,ZAR,2010/2011,18,1/9/11 0:00,4,0,25563,45440,193223,182921,163971,186121,80492,24852,37441,150330,40165,30664,37754,33582,27678,33775,33635,32043,38403,164676,38573,38700
LEV,VAL,2010/2011,18,1/9/11 0:00,0,1,114762,,37916,33847,37484,38449,154256,38489,74734,41255,41622,109222,34007,41667,74672,150739,30994,2802,41468,39782,37506,33028
SAN,SPG,2010/2011,18,1/9/11 0:00,1,1,37579,75606,128037,37879,74435,163830,32999,26535,97234,35638,30827,33630,74743,75395,101070,162497,38746,242477,32865,150480,24383,41294
HER,AMA,2010/2011,18,1/10/11 0:00,4,1,37511,37470,33715,24630,33609,18376,24385,,31718,26145,30728,182917,30689,56678,114044,41167,33871,37631,25924,38821,19243,37412
VIL,OSA,2010/2011,19,1/15/11 0:00,4,2,41466,183185,38458,113672,40599,37480,169196,42479,38433,18628,38699,24591,31303,33865,37718,72542,38151,26044,37422,11555,75474,38136
GET,SOC,2010/2011,19,1/15/11 0:00,0,4,38427,41470,32675,75397,37622,34381,107930,37474,75307,37461,102572,37421,56846,33959,33961,33960,37416,38540,33973,99047,184138,38551
SEV,ESP,2010/2011,19,1/15/11 0:00,1,2,71498,37479,33990,96616,33848,33991,34182,31014,101422,33989,34106,25563,45440,121716,182921,163971,186121,80492,24852,37441,150330,213489
ZAR,LEV,2010/2011,19,1/15/11 0:00,1,0,30664,37754,27668,33582,33775,30534,33635,38573,164676,26519,38700,114762,30279,37916,37672,34575,38449,154256,38489,74734,41255,75214
BIL,SAN,2010/2011,19,1/15/11 0:00,2,1,33764,33025,33993,242151,96617,33866,33024,179772,150832,37410,33030,37579,33896,128037,37879,74435,26535,37512,40501,30827,32999,35638
SPG,HER,2010/2011,19,1/15/11 0:00,2,0,33630,150480,75395,101070,74752,242477,38746,38886,30273,24383,41294,37511,37470,24630,37443,33609,18376,24385,,31718,74772,30728
ALM,REA,2010/2011,19,1/16/11 0:00,1,1,96613,150316,20325,74404,75239,113627,40049,46384,43329,45605,26554,30657,37442,34029,30962,28467,42346,30889,46509,36378,41044,30893
VAL,COR,2010/2011,19,1/16/11 0:00,2,0,109222,34007,41667,74672,26403,30994,108568,2802,41468,32762,37506,33018,111190,70891,74989,37451,33756,37449,37793,189178,45744,164210
BAR,MAL,2010/2011,19,1/16/11 0:00,4,1,32657,33988,30661,37482,30738,39854,154257,30955,150250,30981,30909,96623,37488,30459,41707,36400,102612,112758,34000,23779,37450,38822
