home_team,away_team,season,stage,date,home_team_goal,away_team_goal,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,past_perf_home,past_perf_away,home_player_avg,away_player_avg
COR,GET,2008/2009,36,5/16/09 0:00,1,1,76.625,70.51851852,74.77272727,73.10526316,79.66666667,72.8,69.15,75.28,76.77272727,79.17647059,67.13333333,73.66666667,70.75,73.72222222,77.65625,72,76.83333333,73,74.8,75.33333333,81.43243243,72.82608696,1.7,1.2,32206.81818,36236.90909
VIL,REA,2008/2009,36,5/16/09 0:00,3,2,81.24,70.71428571,79.47368421,80.13636364,73.80952381,75.9047619,71.78947368,77.53846154,80,73.4,81.02702703,86.95454545,85.78947368,85.16666667,73,77.33333333,82,77.45,79.96428571,87.84,80.7,82.71428571,1.2,2.2,36190.63636,29642.09091
OSA,SEV,2008/2009,36,5/16/09 0:00,0,0,74,75.07692308,72.27272727,0,67.65384615,75.63636364,73.42857143,77.94444444,74.9,74.79310345,71.88235294,77.76923077,74.93548387,75.7,78.7,75,77.25925926,75.14285714,75.75,74.76923077,81.72,81.5,1.2,1.7,,30773.81818
SPG,MAL,2008/2009,36,5/17/09 0:00,2,1,70.85,66.11111111,67.55555556,68.88235294,65.58333333,70.83333333,68,0,65.625,74.52631579,72.68571429,65.86666667,75.85185185,67.57142857,74.60869565,72.22222222,70.77777778,67.85714286,73.90625,65.5,74.10714286,74,1.1,1.7,,36555.54545
AMA,VAL,2008/2009,36,5/17/09 0:00,1,0,72.94736842,79,73.78571429,74.63636364,73.8,77.96875,75.92307692,78.37037037,79.3125,86.11428571,81.63636364,76.1,77.75,80.73076923,74.48,76.16666667,77.33333333,79.6,76.42857143,76.31818182,84.29166667,83.58823529,2,1,36536.81818,26235.36364
ESP,BIL,2008/2009,36,5/17/09 0:00,1,0,78.22727273,73.05555556,75.33333333,72.53846154,68,79.5,70.57142857,74.125,77.05263158,77.63636364,72.4,76.92,77.76666667,74.91666667,76.1875,66.4,77.38461538,73.53846154,81.2,73.08695652,63.88888889,80.61904762,1.7,1.1,38990.18182,59082.54545
BET,ALM,2008/2009,36,5/17/09 0:00,2,0,70.375,70.84615385,70.5,75.88888889,64.375,71.28571429,68.11111111,0,73.57142857,73.77777778,75.94444444,79.38095238,69.75,73.88888889,68,67.72727273,70,71.86956522,63.86666667,73.9375,71.15384615,70.5,1.3,1.3,,49816.81818
MAL,BAR,2008/2009,36,5/17/09 0:00,2,1,76.08695652,71.52941176,70.71428571,72.93103448,69.30769231,69.5,76.91304348,72.82352941,76.3,76.08,79.16,66.14285714,84.2,79.31914894,79.52631579,0,72.5,74,77.23076923,80.40909091,83.77777778,78.5,1.6,2.9,31867.36364,
SAN,VAL,2008/2009,36,5/17/09 0:00,3,2,74.44444444,73.63157895,65.82608696,72.82758621,68.72222222,78.7,72.28571429,72.59090909,70.90909091,71.59259259,70.54545455,76.82608696,69.38888889,67.6,71.28571429,70.2,72.48,71.78947368,77.44444444,70.42857143,72.5,70.09756098,1.8,0.7,45329.72727,42782.72727
NUM,HUE,2008/2009,36,5/17/09 0:00,1,0,71.14285714,0,68.5,64.6875,69.05555556,66.92,0,0,66.3,62.0625,70.42105263,71.82352941,67.89655172,65.53846154,65.32258065,75.83333333,68.875,65.08333333,69.36842105,73.25,0,71.92307692,1.1,1,,
SEV,COR,2008/2009,37,5/23/09 0:00,1,0,77.76923077,77.25925926,75.7,78.7,75,83.20588235,75.14285714,75.75,76.9375,81.72,81.5,76.625,70.51851852,74.77272727,73.10526316,79.66666667,69.15,72.8,66.80769231,76.77272727,79.17647059,67.13333333,1.5,1.3,30915.09091,32104.45455
ALM,ESP,2008/2009,37,5/23/09 0:00,0,3,79.38095238,69.02941176,71.1,69.22222222,69.66666667,69.75,71.86956522,73.31818182,71.15384615,73.9375,81.27027027,78.22727273,68,75.33333333,72.53846154,71.45,70.57142857,68.61111111,74.125,72.4,77.63636364,77.05263158,1.2,1.8,43833.90909,32416.63636
MAL,BET,2008/2009,37,5/23/09 0:00,1,1,68.28571429,67.875,75.85185185,74.60869565,72.22222222,70.77777778,69.73076923,73.90625,74,74.10714286,75.87096774,70.375,71.18181818,75.88888889,70.84615385,64.375,71.28571429,68.11111111,73.57142857,0,79.88888889,75.94444444,1.7,1.2,37056.63636,
VAL,SPG,2008/2009,37,5/23/09 0:00,1,2,76.82608696,69.38888889,74.5,66.76923077,70.2,72.48,72.63636364,77.44444444,70.42857143,72.5,70.09756098,70.85,66.11111111,67.55555556,68.88235294,65.58333333,70.83333333,68,0,65.625,74.52631579,72.68571429,0.9,1.1,36248.54545,
HUE,SAN,2008/2009,37,5/23/09 0:00,0,1,71.82352941,67.89655172,65.32258065,71.15789474,69.9,73.25,65.08333333,69.36842105,70.25,0,71.43243243,74.44444444,72,72.28571429,72.82758621,68.72222222,78.7,76.1,72.59090909,70.90909091,71.59259259,70.54545455,0.8,1.8,,47067
GET,NUM,2008/2009,37,5/23/09 0:00,1,0,73.66666667,70.75,77.65625,73.72222222,72,73.16666667,74.8,76.83333333,75.33333333,74.51851852,81.43243243,71.14285714,66.92307692,64.6875,68.5,69.94117647,66.92,0,0,74.03846154,62.0625,70.42105263,1.2,1,36234.18182,
BAR,OSA,2008/2009,37,5/23/09 0:00,0,1,73.83333333,71.13636364,79.31914894,79.52631579,0,77.23076923,74,72.5,80.40909091,83.77777778,78.5,74,75.07692308,73.55,0,76.21212121,75.63636364,73.42857143,77.94444444,71.88235294,74.79310345,74.9,2.8,1.1,,
VIL,VAL,2008/2009,37,5/23/09 0:00,3,1,81.24,70.71428571,79.47368421,80.13636364,73.80952381,75.9047619,71.78947368,80,77.53846154,73.4,81.02702703,76.1,77.75,80.73076923,74.48,76.16666667,76.93333333,79.6,80.42105263,83.58823529,76.31818182,84.29166667,1.4,0.8,36190.63636,27873.63636
BIL,AMA,2008/2009,37,5/23/09 0:00,1,4,76.92,74.91666667,70.25,76.1875,66.4,77.38461538,73.53846154,81.2,79.16666667,69.61904762,80.61904762,72.94736842,76.67857143,73.78571429,79,73.8,77.96875,75.92307692,78.37037037,79.3125,86.11428571,81.63636364,1.1,2,64210.45455,28972.72727
REA,MAL,2008/2009,37,5/24/09 0:00,1,3,86.95454545,73,85.78947368,85.16666667,79.80952381,83.44444444,82,79.96428571,87.84,80.7,82.71428571,76.08695652,70.71428571,75.44444444,72.93103448,69.30769231,72.82352941,76.91304348,71.77777778,76.08,76.3,79.16,2.3,1.5,28013.81818,30766.36364
VAL,BIL,2008/2009,38,5/30/09 0:00,2,0,76.1,77.75,80.73076923,74.96296296,76.16666667,76.42857143,76.93333333,76.31818182,71.42857143,80.42105263,84.29166667,76.92,81.2,74.91666667,76.1875,73.08695652,77.38461538,73.53846154,79.16666667,71.26315789,77.76666667,80.61904762,0.9,1,39268.54545,47346.72727
AMA,ALM,2008/2009,38,5/30/09 0:00,3,0,72.94736842,76.67857143,73.78571429,79,73.8,77.96875,75.92307692,78.37037037,72.15789474,86.11428571,81.63636364,79.38095238,69.02941176,68,69.22222222,69.66666667,73.31818182,71.86956522,69.75,76.71428571,71.15384615,81.27027027,2.1,1.2,29703.36364,37971.63636
COR,BAR,2008/2009,38,5/30/09 0:00,1,1,76.625,70.51851852,74.77272727,73.10526316,79.66666667,69.15,72.8,66.80769231,76.22727273,79.17647059,67.13333333,73.83333333,79.31914894,85.02702703,83.57142857,0,87.63636364,72.5,78.38461538,77.23076923,83.77777778,78.5,1.1,2.6,31769.90909,
MAL,VIL,2008/2009,38,5/30/09 0:00,2,3,76.08695652,68.23076923,72.93103448,70.71428571,69.30769231,72.82352941,76.91304348,71.77777778,76.08,76.3,79.16,81.24,72.19047619,79.47368421,80.13636364,73.80952381,75.9047619,71.78947368,77.11111111,80,73.4,81.02702703,1.6,1.5,31092.27273,37323.81818
ESP,MAL,2008/2009,38,5/31/09 0:00,3,0,78.22727273,71.45,75.33333333,75.64285714,68,70.57142857,79.5,72,74.125,77.63636364,72.9047619,68.28571429,67.875,67.57142857,74.60869565,72.22222222,69.73076923,64.64705882,73.90625,74.57142857,68.75,75.87096774,1.8,1.7,30320.36364,47626.72727
SPG,HUE,2008/2009,38,5/31/09 0:00,2,1,70.85,66.11111111,67.55555556,68.88235294,65.58333333,70.83333333,71.29411765,0,65.625,74.52631579,72.68571429,71.82352941,65.32258065,74,75.33333333,64.6,73.25,0,69.36842105,70.25,72.75,71.43243243,1,0.7,,
SAN,GET,2008/2009,38,5/31/09 0:00,1,1,74.44444444,72,72.28571429,72.82758621,68.72222222,78.7,76.1,72.59090909,70.90909091,71.59259259,66.21428571,73.66666667,70.75,77.65625,0,72,73.16666667,74.8,76.83333333,75.33333333,81.43243243,74.51851852,1.4,1.3,47067,
NUM,SEV,2008/2009,38,5/31/09 0:00,0,2,71.14285714,0,64.6875,68.5,69.05555556,0,66.52941176,65.5,74.03846154,67.14285714,70.42105263,70.66666667,74.93548387,73.4,66.92307692,76.625,76.9375,75.75,74.76923077,74.77419355,71.5,76.92307692,1,1.4,,45240.18182
OSA,REA,2008/2009,38,5/31/09 0:00,2,1,74,75.07692308,73.55,0,76.21212121,75.63636364,73.42857143,77.94444444,71.88235294,74.79310345,74.9,86.95454545,72.33333333,78.33333333,73,67.79166667,87.84,82,79.96428571,79.80952381,80.7,83.44444444,1.2,1.9,,30481.45455
BET,VAL,2008/2009,38,5/31/09 0:00,1,1,70.375,71.18181818,75.88888889,70.5,64.375,71.28571429,73.57142857,0,75.94444444,73.77777778,79.88888889,76.82608696,70.2,74.5,69.38888889,66.76923077,72.48,71.78947368,77.44444444,70.42857143,72.5,70.09756098,1.3,0.9,,36688.81818
REA,COR,2009/2010,1,8/29/09 0:00,3,2,86.95454545,78.45454545,80.73076923,80.93333333,79.80952381,79.96428571,84.53571429,83.02439024,80.7,91.28,84.5,76.625,70.6,73.10526316,74.77272727,79.66666667,72.16666667,72.8,66.80769231,76.22727273,79.17647059,74.55555556,1.7,1.1,29604.09091,38007
ZAR,TEN,2009/2010,1,8/29/09 0:00,1,0,74.88,72.03846154,79.8,70.6,65.45,75.52631579,72.28571429,77.95833333,73.45454545,75.33333333,71,68.5,70.86363636,64.76470588,66.58823529,67.14285714,66.16666667,68.61111111,65.33333333,70,70.97058824,70.71428571,0,0,43757.54545,30983.54545
BIL,ESP,2009/2010,1,8/30/09 0:00,1,0,76.92,77.76666667,76.1875,68.61111111,66.45,77.36,81.2,74.91666667,73.28571429,69.61904762,80.61904762,78.22727273,68,73.93103448,75.64285714,68,70.57142857,76.77272727,74.125,72.4,81.2,72.9047619,1,2.1,72249.54545,51591.18182
MAL,XER,2009/2010,1,8/30/09 0:00,2,0,74.28571429,72.93103448,70.6,74.875,69.30769231,76.64705882,76.91304348,71.52941176,69.11111111,72.36363636,79.16,72.33333333,66.5,72,64.5,65.38461538,61.5,71.13636364,66.86666667,68.35,69,71.11111111,1.3,0,33130.63636,52822.45455
OSA,VIL,2009/2010,1,8/30/09 0:00,1,1,74,75.07692308,72.27272727,73.55,76.21212121,77.94444444,75.63636364,73.42857143,71.88235294,74.9,70.42105263,81.24,72.19047619,80.13636364,65.64705882,73.80952381,83.28205128,79.76923077,71.78947368,75.9047619,81.02702703,79.75,1.3,1.6,34226.90909,47583.45455
VAL,SEV,2009/2010,1,8/30/09 0:00,2,0,76.08695652,77.75,76.16666667,72.26086957,69.02941176,76.31818182,76.93333333,79,83.58823529,84.29166667,86.53846154,77.76923077,74.93548387,75.7,78.7,75,83.20588235,75.14285714,74.76923077,74.77419355,81.72,81.5,1,1.2,42627.72727,37226.36364
ALM,VAL,2009/2010,1,8/30/09 0:00,0,0,79.38095238,69.55,73.88888889,68,69.05555556,70.52173913,69.625,71.86956522,69.75,73.9375,71.15384615,69.27777778,72.16129032,71.28571429,70.33333333,67,72.48,72.63636364,69.77777778,75.6,72.5,72.39130435,1.2,1.2,59408.54545,40921.36364
SAN,GET,2009/2010,1,8/30/09 0:00,1,4,74.44444444,66.92307692,72.28571429,72.53846154,68.72222222,70.17857143,76.1,72.59090909,70.90909091,69.92307692,78.7,73.66666667,70.75,77.65625,72,69.66666667,70.5,74.8,71.52380952,76.76666667,81.43243243,74.51851852,1.5,1.2,38568,43050.63636
MAL,AMA,2009/2010,1,8/30/09 0:00,3,0,73.71428571,75.85185185,73.57142857,67.875,68.26923077,70,74,72.89473684,74.10714286,69.15151515,65.5,76.82608696,76.67857143,75.88888889,79,71.93333333,77.96875,72.82352941,78.37037037,79.3125,86.11428571,81.63636364,1.5,2.4,43941.45455,35330.27273
BAR,SPG,2009/2010,1,8/31/09 0:00,3,0,83.63636364,84.2,85.88888889,83.57142857,78.27272727,87.63636364,81.44,78.38461538,80.40909091,88.28571429,78.5,71.14285714,66.11111111,73.86956522,70.0625,70.36,70.83333333,71.29411765,72.66666667,73.57142857,74.52631579,72.68571429,2.1,1.1,52302.09091,58113.27273
ESP,REA,2009/2010,2,9/12/09 0:00,0,3,78.22727273,71.45,75.64285714,72.77272727,68,81.2,70.57142857,76.77272727,74.125,72.4,72.9047619,86.95454545,78.45454545,80.73076923,78.33333333,79.80952381,82.5,84.53571429,83.44444444,76.83333333,83.02439024,84.5,1.8,1.9,41573.45455,30259.72727
SEV,ZAR,2009/2010,2,9/12/09 0:00,4,1,77.76923077,74.93548387,75.41176471,78.7,77.25925926,83.20588235,75.52380952,75.75,74.77419355,81.27027027,81.72,74.88,65.45,79.8,70.6,70.83333333,75.52631579,77.95833333,72.03846154,73.45454545,75.33333333,71,1.1,1,46580.63636,44331.45455
GET,BAR,2009/2010,2,9/12/09 0:00,0,2,73.66666667,70.75,77.65625,72,69.66666667,77.44444444,74.8,71.52380952,76.76666667,81.43243243,72.82608696,83.63636364,85.88888889,0,83.57142857,79.52631579,87.63636364,85.02702703,78.38461538,80.40909091,88.28571429,71.83333333,1.5,2.3,43011.81818,
AMA,SAN,2009/2010,2,9/12/09 0:00,1,1,76.82608696,73.63157895,75.88888889,79,71.93333333,75.92307692,72.82352941,72.15789474,76.08,79.3125,86.11428571,74.44444444,66.92307692,74,76,68.72222222,70.17857143,74.44736842,72.59090909,70.90909091,69.92307692,78.7,2.2,1.4,35322.54545,48377.81818
COR,MAL,2009/2010,2,9/13/09 0:00,1,0,76.625,70.6,73.10526316,74.77272727,79.66666667,72.16666667,72.8,66.80769231,76.22727273,79.17647059,74.55555556,73.71428571,68.26923077,67.875,74.60869565,75.85185185,70,74,72.89473684,69.15151515,74.10714286,65.5,1.2,1.6,38007,44886.45455
XER,BIL,2009/2010,2,9/13/09 0:00,0,1,72.33333333,66.5,69.63157895,64.5,65.38461538,71.13636364,68.35,68.5,71.28571429,70.8,69,76.92,77.76666667,76.1875,74.2,66.45,73.28571429,81.2,79.16666667,77.38461538,69.61904762,80.61904762,0,0.9,63099.36364,64528.27273
VIL,MAL,2009/2010,2,9/13/09 0:00,1,1,81.24,72.19047619,80.13636364,79.47368421,73.80952381,83.28205128,71.78947368,75.9047619,77.53846154,81.02702703,73.4,74.28571429,70.71428571,72.93103448,74.875,69.30769231,76.91304348,71.52941176,71.77777778,80.33333333,69.11111111,79.16,1.7,1.5,36514.27273,31703.36364
TEN,OSA,2009/2010,2,9/13/09 0:00,2,1,68.5,70.86363636,64.76470588,66.58823529,67.14285714,68.61111111,66.16666667,70,65.33333333,70.97058824,70.71428571,74,75.07692308,72.27272727,73.55,76.21212121,77.94444444,75.63636364,73.42857143,71.88235294,74.9,74.18181818,0,1,30983.54545,34226.90909
VAL,VAL,2009/2010,2,9/13/09 0:00,2,4,69.27777778,72.16129032,69.38888889,71.28571429,70.2,72.48,72.63636364,69.77777778,75.6,72.5,80.55555556,76.08695652,77.75,76.16666667,72.26086957,69.02941176,76.93333333,79,76.31818182,86.53846154,83.58823529,84.29166667,1.2,1.2,34089.81818,43223.18182
SPG,ALM,2009/2010,2,9/13/09 0:00,1,0,71.14285714,71.51851852,73.86956522,70.0625,70.36,73.57142857,71.29411765,72.66666667,66.08333333,74.52631579,72.68571429,79.38095238,69.55,68,73.88888889,69.05555556,70.52173913,71.86956522,69.75,68.84615385,71.15384615,73.9375,1.1,0.9,65345.18182,62499.81818
COR,ESP,2009/2010,3,9/19/09 0:00,2,3,76.625,70.6,73.10526316,74.77272727,79.66666667,72.16666667,72.8,75.87096774,76.22727273,79.17647059,74.55555556,78.22727273,71.45,72.77272727,75.64285714,68,77.05263158,70.57142857,76.77272727,74.125,72.76,69.75,1.2,1.8,38761.27273,48669.63636
MAL,TEN,2009/2010,3,9/19/09 0:00,4,0,74.28571429,70.71428571,74.875,72.93103448,69.30769231,76.91304348,80.33333333,69.96153846,72.36363636,69.11111111,79.16,68.5,70.86363636,64.76470588,66.58823529,67.14285714,68.61111111,66.16666667,70,65.33333333,70.97058824,70.71428571,1.5,1,27617.36364,30983.54545
OSA,SEV,2009/2010,3,9/19/09 0:00,0,2,74,68.89285714,72.27272727,73.55,70.375,0,73.42857143,77.94444444,71.88235294,74.18181818,74.9,77.76923077,73.05555556,75.7,76.625,75,77.25925926,69.73076923,75.52380952,74.77419355,81.27027027,81.5,0.9,1.5,,40364.36364
BAR,AMA,2009/2010,3,9/19/09 0:00,5,2,83.63636364,84.2,0,83.57142857,78.27272727,87.63636364,81.44,78.38461538,92.19230769,88.28571429,79.45833333,75.46153846,75.76190476,73.78571429,79,71.93333333,75.92307692,77.96875,76.08,79.3125,81.63636364,86.11428571,2.3,2.1,,30145.18182
MAL,SAN,2009/2010,3,9/19/09 0:00,1,2,73.71428571,75.85185185,67.875,74.60869565,74.10714286,70,72.42857143,72.89473684,65.5,74,71.83870968,74.44444444,72,74,76,68.72222222,70.17857143,74.44736842,72.59090909,70.90909091,69.92307692,78.7,1.8,1.3,32911.27273,47991.27273
REA,XER,2009/2010,3,9/20/09 0:00,5,0,86.95454545,85.78947368,80.73076923,80.93333333,79.80952381,79.96428571,77.04545455,91.28,83.02439024,84.5,80.7,72.33333333,66.5,69.63157895,64.5,69.9,0,61.5,68.5,66.86666667,71.11111111,71.28571429,2,0,27509.18182,
BIL,VIL,2009/2010,3,9/20/09 0:00,3,2,76.92,77.76666667,68.61111111,76.1875,66.4,71.26315789,81.2,74.91666667,73.22222222,69.61904762,80.61904762,81.24,72.19047619,72.82758621,80.13636364,73.80952381,83.28205128,75.9047619,71.78947368,77.53846154,81.02702703,73.4,0.9,1.8,47870.63636,40336
ZAR,VAL,2009/2010,3,9/20/09 0:00,1,2,74.88,72.03846154,79.8,74.14285714,70.0625,77.95833333,72.28571429,75.52631579,73.45454545,70.83333333,71,69.27777778,72.16129032,71.15789474,71.28571429,70.33333333,72.48,71.78947368,73.25,75.6,67.08,80.55555556,1,1.1,40402.54545,38215.72727
VAL,SPG,2009/2010,3,9/20/09 0:00,2,2,76.08695652,69.02941176,75.44444444,76.16666667,77.80952381,76.93333333,79,76.31818182,86.53846154,83.58823529,84.29166667,71.14285714,71.51851852,67.55555556,70.0625,70.36,73.57142857,71.29411765,72.66666667,66.08333333,74.52631579,72.68571429,1.3,1,38495.90909,62406.90909
ALM,GET,2009/2010,3,9/20/09 0:00,1,0,79.38095238,69.55,68,73.88888889,67.72727273,70.52173913,71.86956522,69.75,76.71428571,71.15384615,73.9375,73.66666667,73,77.65625,72,69.66666667,77.44444444,74.8,73,71.52380952,81.43243243,72.82608696,0.9,1.4,66917.72727,39935.81818
SEV,MAL,2009/2010,4,9/22/09 0:00,2,0,77.76923077,74.93548387,75.7,78.7,77.25925926,83.20588235,75.75,75.52380952,74.77419355,81.72,81.27027027,74.28571429,70.71428571,74.875,72.93103448,68.23076923,71.77777778,67.44444444,71.52941176,76.64705882,75.08695652,79.16,1.6,1.7,37226,30947.18182
SAN,BAR,2009/2010,4,9/22/09 0:00,1,4,74.44444444,72,74,76,68.72222222,70.17857143,74.44736842,72.59090909,70.90909091,69.92307692,78.7,83.63636364,84.2,85.88888889,83.57142857,79.52631579,87.63636364,81.44,78.38461538,92.19230769,88.28571429,79.45833333,1.5,2.7,47991.27273,41135.27273
ESP,MAL,2009/2010,4,9/23/09 0:00,2,1,78.22727273,71.45,72.77272727,75.64285714,68,70.57142857,76.77272727,74.125,72.76,69.75,77.05263158,73.71428571,75.85185185,68.33333333,74.60869565,68.26923077,74.57142857,74,70,74.10714286,65.5,71.83870968,2,1.6,39326.18182,40725.72727
XER,COR,2009/2010,4,9/23/09 0:00,0,3,72.33333333,66.5,72,64.5,65.38461538,61.5,66.86666667,68.35,71.13636364,69,70.8,76.625,70.51851852,74.77272727,75.38888889,79.66666667,66.80769231,72.16666667,69.15,79.17647059,75.87096774,69,0,1.3,52822.45455,34748.63636
VIL,REA,2009/2010,4,9/23/09 0:00,0,2,81.24,72.19047619,79.47368421,80.13636364,73.80952381,83.28205128,78.14814815,71.78947368,75.9047619,81.02702703,79.75,86.95454545,79.96428571,80.73076923,85.78947368,79.80952381,76.83333333,77.04545455,82.5,91.28,83.44444444,83.02439024,2,2.4,36888.54545,27044.54545
TEN,BIL,2009/2010,4,9/23/09 0:00,1,0,68.5,64,64.76470588,66.2,67.14285714,68.61111111,70.97058824,65.33333333,70,66.16666667,70.71428571,76.92,77.76666667,74.2,76.1875,66.45,77.38461538,75.33333333,73.22222222,79.16666667,0,77.36,0.666666667,1.2,50388.18182,
VAL,OSA,2009/2010,4,9/23/09 0:00,1,2,69.27777778,72.33333333,71.28571429,71.15789474,70.33333333,72.48,72.63636364,69.77777778,69.72222222,72.5,72.39130435,74,68.89285714,72.22222222,73.55,76.21212121,0,75.63636364,77.94444444,70.42105263,74.18181818,74.9,1.5,0.8,39600.27273,
GET,VAL,2009/2010,4,9/23/09 0:00,3,1,73.66666667,73,77.65625,72,69.66666667,73,74.8,71.52380952,77.44444444,74.51851852,75.25,76.08695652,77.75,76.16666667,74.48,77.80952381,76.93333333,79,80.42105263,86.53846154,83.58823529,84.29166667,1.4,1.4,39932.90909,38072.63636
AMA,ALM,2009/2010,4,9/23/09 0:00,2,2,75.46153846,75.76190476,75.88888889,73.78571429,71.93333333,77.96875,72.82352941,75.92307692,76.08,81.63636364,72.15789474,79.38095238,69.55,73.88888889,68,67.72727273,70.52173913,71.86956522,69.75,76.71428571,71.15384615,73.9375,2,0.8,30226.63636,66917.72727
SPG,ZAR,2009/2010,4,9/24/09 0:00,1,1,71.14285714,71.51851852,67.55555556,70.0625,70.36,73.57142857,70.83333333,67.3,72.66666667,74.52631579,70.71428571,74.88,74.5,79.8,74.14285714,67.76470588,77.95833333,72.03846154,75.52631579,72.28571429,73.45454545,71,1.2,1,63781.09091,30031.09091
REA,TEN,2009/2010,5,9/26/09 0:00,3,0,86.95454545,85.78947368,80.73076923,83.52941176,72.85185185,84.53571429,79.96428571,76.83333333,80.7,84.5,91.28,68.5,70.86363636,64.76470588,66.58823529,67.14285714,70.3,68.61111111,70.97058824,65.33333333,70,70.71428571,2.3,0.75,28830.63636,27219.27273
BIL,SEV,2009/2010,5,9/26/09 0:00,0,4,76.92,77.76666667,68.61111111,76.1875,66.4,71.26315789,74.91666667,81.2,77.38461538,80.61904762,69.61904762,77.76923077,73.05555556,75.7,76.625,75,83.20588235,75.75,69.73076923,76.9375,81.27027027,81.5,1,1.8,42544.18182,34271.36364
VAL,AMA,2009/2010,5,9/26/09 0:00,2,2,76.08695652,69.02941176,76.16666667,72.26086957,77.80952381,76.93333333,79,76.31818182,86.53846154,83.58823529,84.29166667,75.46153846,73.63157895,75.76190476,79,71.93333333,76.08,72.82352941,75.92307692,79.3125,81.63636364,86.11428571,1.4,2.1,42531.90909,30199.45455
MAL,BAR,2009/2010,5,9/26/09 0:00,0,2,73.71428571,75.85185185,68.33333333,74.60869565,62.90909091,74.57142857,74,70,74.10714286,65.5,71.83870968,83.63636364,84.2,0,85.88888889,79.52631579,87.63636364,85.02702703,78.38461538,80.40909091,79.45833333,92.19230769,1.4,2.7,52256.27273,
ESP,XER,2009/2010,5,9/27/09 0:00,0,0,78.22727273,71.45,75.64285714,73.93103448,68,70.57142857,76.77272727,72.76,72.4,81.2,77.05263158,72.33333333,66.5,69.63157895,64.5,65.38461538,68.5,65.36363636,66.86666667,71.28571429,69,71.11111111,1.9,0,41621,57090.09091
COR,VIL,2009/2010,5,9/27/09 0:00,1,0,76.625,70.51851852,74.77272727,75.38888889,79.66666667,66.80769231,72.16666667,69.15,79.17647059,75.87096774,69,81.24,70.71428571,72.82758621,80.13636364,73.80952381,83.28205128,79.76923077,71.78947368,75.9047619,81.02702703,73.4,1.4,1.8,34748.63636,39348.90909
MAL,VAL,2009/2010,5,9/27/09 0:00,3,0,74.28571429,70.71428571,74.875,72.93103448,69.30769231,69.96153846,80.33333333,76.91304348,69.11111111,72.36363636,79.16,69.27777778,72.16129032,69.38888889,70.33333333,70.2,72.48,71.78947368,73.25,75.6,0,80.55555556,1.2,1.5,27617.36364,
OSA,SPG,2009/2010,5,9/27/09 0:00,1,0,74,68.89285714,72.22222222,73.55,76.21212121,77.94444444,73.42857143,75.63636364,71.88235294,74.9,70.42105263,71.14285714,66.11111111,67.55555556,68.88235294,70.36,0,71.29411765,73.57142857,66.08333333,72.68571429,70.71428571,0.8,1.3,33877.54545,
ZAR,GET,2009/2010,5,9/27/09 0:00,3,0,74.88,74.5,79.8,74.14285714,67.76470588,72.03846154,77.95833333,73.45454545,72.28571429,70.83333333,71,73.66666667,73,77.65625,72,69.66666667,73,74.8,77.44444444,73.75,75.25,74.51851852,1,1.5,29676.27273,39375.36364
ALM,SAN,2009/2010,5,9/27/09 0:00,2,2,79.38095238,69.55,69.22222222,73.88888889,67.72727273,70.52173913,71.86956522,63.86666667,76.71428571,71.15384615,73.9375,74.44444444,66.92307692,74,76,65.82608696,70.17857143,74.44736842,72.59090909,70.90909091,73,78.7,1,1.1,64905.63636,46742.36364
TEN,COR,2009/2010,6,10/3/09 0:00,0,1,68.5,64,66.2,66.58823529,67.14285714,70.3,68.61111111,70.97058824,65.33333333,70,70.71428571,76.625,70.51851852,74.77272727,75.38888889,79.66666667,66.80769231,67.19047619,69.15,79.17647059,74.55555556,69,0.6,1.4,45513.27273,35480.45455
AMA,ZAR,2009/2010,6,10/3/09 0:00,2,1,80.44,75.76190476,75.88888889,79,71.93333333,76.08,75.92307692,72.82352941,79.3125,81.63636364,86.11428571,74.88,74.5,79.8,74.14285714,67.76470588,77.95833333,72.03846154,73.45454545,72.28571429,70.83333333,71,2,1.4,43145.81818,29676.27273
BAR,ALM,2009/2010,6,10/3/09 0:00,1,0,83.63636364,84.2,85.88888889,76.42857143,78.27272727,87.63636364,81.44,88.32,80.40909091,92.19230769,88.28571429,79.38095238,69.55,68,69.22222222,69.05555556,70.52173913,73.88888889,69.75,71.15384615,67.72727273,73.9375,2.7,1,51695.18182,70099.27273
XER,MAL,2009/2010,6,10/4/09 0:00,1,1,72.33333333,66.5,69.63157895,64.5,65.38461538,68.5,65.36363636,69,68.35,71.28571429,70.8,73.71428571,75.85185185,68.33333333,74.60869565,62.90909091,72.89473684,74,70,74.10714286,65.5,71.83870968,0,1.5,50453,53098.09091
VIL,ESP,2009/2010,6,10/4/09 0:00,0,0,81.24,70.71428571,79.47368421,80.13636364,73.80952381,83.28205128,79.76923077,71.78947368,80,81.02702703,79.75,78.22727273,73.93103448,75.64285714,72.77272727,68,70.57142857,81.2,72.76,72.4,74.125,77.05263158,1.6,1.7,35527,47410.72727
